1, seth faucette, green bay packers, RB, 379, 867, 45786536
475, william steiner, tennessee titans, QB, 302, 996, 17100635
476, donald collins, oakland raiders, RB, 140, 827, 4087115
477, randal nuzum, san diego chargers, QB, 406, 582, 35575040
478, jeffry morrison, atlanta falcons, WR, 20, 42, 49196075
479, daniel heaney, indianapolis colts, WR, 297, 293, 16777833
480, randall meraz, new york giants, WR, 193, 679, 27555717
481, edwin delk, san diego chargers, QB, 430, 620, 39736358
482, craig vargason, tennessee titans, WR, 21, 85, 5414180
483, edward sable, tennessee titans, QB, 114, 914, 761420
484, kelvin turner, washington redskins, QB, 139, 689, 31039370
485, kenneth godwin, indianapolis colts, RB, 82, 799, 13485421
486, arthur williams, jacksonville jaguars, RB, 165, 660, 48926821
487, james bartley, arizona cardinals, QB, 318, 983, 19060064
488, paul william, cincinnati bengals, RB, 494, 276, 40790806
489, william bernhardt, denver broncos, WR, 240, 949, 36964168
490, richard brown, green bay packers, WR, 491, 50, 9518726
491, james janssen, tampa bay buccaneers, RB, 205, 272, 17833057
492, thomas hobbs, cincinnati bengals, QB, 17, 60, 19462253
493, christopher risner, green bay packers, QB, 303, 928, 40163678
494, dale bacher, pittsburgh steelers, QB, 214, 873, 14211414
495, virgil krieg, philadelphia eagles, QB, 176, 379, 20783115
496, timothy paulsen, kansas city chiefs, QB, 498, 323, 9250493
497, thomas myer, baltimore ravens, RB, 325, 921, 29416461
498, jody martin, new york jets, QB, 468, 142, 6233902
499, bruce mosby, green bay packers, WR, 443, 158, 21234471
500, alphonso jones, kansas city chiefs, QB, 232, 126, 1815342
501, rodney bonenfant, washington redskins, WR, 156, 876, 7983284
502, kenny jones, st louis rams, RB, 461, 365, 30936315
503, charles akin, carolina panthers, RB, 132, 374, 48427484
504, armando erekson, indianapolis colts, RB, 427, 31, 11049942
505, charles day, san francisco 49ers, WR, 208, 246, 21915018
506, dwayne howard, san francisco 49ers, QB, 437, 356, 38630780
507, joseph searby, cleveland browns, RB, 67, 966, 32737929
508, donald nalepa, san diego chargers, RB, 138, 760, 37992008
509, robert gray, atlanta falcons, RB, 248, 57, 23459772
510, christian plaskett, oakland raiders, WR, 206, 663, 23203641
511, bob friedly, pittsburgh steelers, WR, 139, 170, 42852094
512, matthew clark, baltimore ravens, WR, 436, 307, 32259622
513, ramon dunn, kansas city chiefs, RB, 159, 951, 16717003
514, john wright, buffalo bills, QB, 189, 39, 22002180
515, frankie miller, tennessee titans, QB, 166, 557, 13484400
516, hugh jones, atlanta falcons, QB, 107, 369, 18532712
517, john firkins, washington redskins, RB, 422, 394, 23783534
518, dennis woodall, new york jets, QB, 141, 37, 27095356
519, william martinez, kansas city chiefs, RB, 108, 316, 1666469
520, ronald dale, atlanta falcons, WR, 408, 473, 47135672
521, michael read, new york jets, WR, 270, 115, 47010323
522, ralph wright, pittsburgh steelers, RB, 438, 381, 16853784
523, scott nieto, buffalo bills, RB, 482, 857, 22288539
524, jose rios, washington redskins, QB, 146, 758, 47300445
525, donald johnson, atlanta falcons, WR, 461, 246, 38669125
526, thomas cooper, new orleans saints, WR, 121, 222, 3188698
527, charles dominguez, houston texans, QB, 318, 314, 49035574
528, thomas fuqua, new york giants, QB, 159, 469, 40718703
529, mark leo, new orleans saints, QB, 128, 204, 44137960
530, matthew kelly, miami dolphins, QB, 161, 429, 3720828
531, manuel ross, st louis rams, WR, 70, 877, 29353960
532, gregory scrivner, tampa bay buccaneers, QB, 489, 317, 25411003
533, raymond moore, pittsburgh steelers, QB, 450, 108, 36168682
534, nathan stokes, cincinnati bengals, WR, 483, 431, 33566159
535, jerry frost, cincinnati bengals, RB, 222, 537, 1708965
536, eric guzman, carolina panthers, WR, 427, 802, 6636264
537, robert rubalcava, indianapolis colts, RB, 375, 821, 28334852
538, earl harriman, new york jets, QB, 129, 168, 14530329
539, casey rogowski, san diego chargers, QB, 77, 67, 33514994
540, james lambert, san francisco 49ers, RB, 188, 887, 43912416
541, robert henkel, houston texans, QB, 380, 895, 15681225
542, eric parrish, pittsburgh steelers, RB, 338, 653, 30500557
543, paul hood, carolina panthers, WR, 430, 330, 39199448
544, lou hall, denver broncos, WR, 303, 928, 5682418
545, joe mauk, seattle seahawks, QB, 428, 308, 19759513
546, jeremy gregory, chicago bears, RB, 477, 491, 2129593
547, herbert mikula, dallas cowboys, QB, 11, 609, 23842704
548, steven soto, detroit lions, RB, 419, 965, 46640561
549, paul puckett, dallas cowboys, WR, 361, 174, 41323506
550, terrance joosten, indianapolis colts, RB, 108, 751, 8132601
551, larry williams, tampa bay buccaneers, RB, 384, 163, 25342089
552, michael preston, tampa bay buccaneers, QB, 218, 115, 20644179
553, earnest vance, new york giants, WR, 69, 420, 5753414
554, carlos dawson, washington redskins, QB, 377, 593, 1345677
555, tracy preston, pittsburgh steelers, WR, 280, 707, 3423330
556, john nelson, miami dolphins, WR, 341, 329, 25037872
557, robert moore, san francisco 49ers, RB, 24, 446, 35615554
558, kevin pierre, tampa bay buccaneers, WR, 81, 38, 17569982
559, ronald wilson, kansas city chiefs, WR, 346, 117, 25465262
560, joseph padilla, jacksonville jaguars, RB, 447, 680, 37233373
561, morton sterner, san francisco 49ers, QB, 360, 504, 2631384
562, michael butler, new york jets, RB, 280, 368, 30844845
563, micheal campas, san francisco 49ers, WR, 299, 878, 28040524
564, anthony musselwhite, chicago bears, WR, 439, 974, 24457681
565, thomas mannion, dallas cowboys, RB, 365, 592, 13861764
566, matthew henry, jacksonville jaguars, WR, 124, 680, 22681271
567, grant reid, cincinnati bengals, RB, 88, 860, 13090106
568, paul daniels, philadelphia eagles, WR, 276, 856, 22552170
569, omar shannon, houston texans, RB, 364, 369, 17921143
570, bobbie braswell, st louis rams, RB, 332, 611, 24169470
571, edwin day, pittsburgh steelers, RB, 403, 280, 46481260
572, john newby, cleveland browns, WR, 467, 743, 10136420
573, william skowronek, seattle seahawks, QB, 214, 670, 49009406
574, mark horton, oakland raiders, RB, 228, 569, 30701941
575, lawrence lorge, miami dolphins, QB, 478, 863, 12764128
576, juan holcomb, new orleans saints, WR, 36, 189, 16009977
577, bradley perlman, indianapolis colts, WR, 144, 893, 45274344
578, howard moreno, arizona cardinals, RB, 482, 801, 3930559
579, richard chaney, philadelphia eagles, WR, 240, 743, 31090756
580, james byrne, oakland raiders, WR, 254, 999, 29769240
581, anthony cole, oakland raiders, QB, 290, 504, 31110213
582, bryan moore, san francisco 49ers, RB, 296, 487, 45331744
583, deshawn yanez, seattle seahawks, RB, 100, 570, 12936262
584, william knight, cincinnati bengals, WR, 469, 314, 35086472
585, robert keys, miami dolphins, RB, 285, 548, 9368651
586, bernard boles, buffalo bills, QB, 316, 707, 30607891
587, john boday, detroit lions, RB, 326, 759, 48607217
588, edward alvares, tampa bay buccaneers, WR, 264, 114, 42600547
589, edward zukowski, cleveland browns, WR, 346, 821, 28027049
590, joshua smith, st louis rams, QB, 323, 816, 40790567
591, james zimmer, cleveland browns, QB, 203, 973, 48680506
592, cameron mckenzie, atlanta falcons, WR, 272, 285, 16086005
593, marc whaley, detroit lions, RB, 126, 750, 23336775
594, joseph smith, jacksonville jaguars, QB, 436, 192, 6000604
595, nathaniel staggs, houston texans, RB, 411, 331, 39815787
596, karl garcia, atlanta falcons, QB, 361, 132, 33257891
597, aaron riddle, new orleans saints, RB, 61, 32, 47722013
598, pablo moore, tampa bay buccaneers, RB, 325, 472, 48580957
599, brian roccio, houston texans, WR, 315, 750, 33635673
600, gerald leal, minnesota vikings, WR, 465, 851, 22586306
601, charles rhoads, kansas city chiefs, WR, 141, 168, 17753603
602, michael patella, miami dolphins, QB, 207, 573, 20025748
603, eric keim, carolina panthers, RB, 335, 163, 25423251
604, johnny duval, new orleans saints, RB, 481, 706, 49697773
605, jamie jacobsen, pittsburgh steelers, QB, 445, 153, 41436920
606, terence moore, chicago bears, QB, 95, 562, 9383696
607, brandon young, san diego chargers, WR, 1, 213, 41475491
608, william fox, dallas cowboys, RB, 346, 133, 1773245
609, james stewart, new england patriots, RB, 462, 57, 34817195
610, david ryder, new york jets, QB, 24, 894, 44770797
611, larry lee, arizona cardinals, QB, 272, 322, 38104803
612, brian hicks, new england patriots, QB, 165, 696, 36143752
613, mike lyles, green bay packers, WR, 280, 814, 14852490
614, robert seidl, minnesota vikings, RB, 172, 596, 27256852
615, rick graves, arizona cardinals, WR, 117, 214, 16742428
616, larry almy, jacksonville jaguars, RB, 78, 445, 36598833
617, ervin stephenson, miami dolphins, WR, 68, 926, 25599510
618, randy nelson, new york jets, RB, 211, 876, 45685713
619, bernard williams, dallas cowboys, QB, 336, 615, 17748355
620, micheal garren, green bay packers, RB, 452, 831, 46269623
621, nicholas chandler, philadelphia eagles, RB, 30, 178, 2446137
622, charles duty, tennessee titans, QB, 287, 243, 40515390
623, mark murdock, cleveland browns, WR, 103, 28, 20782496
624, vincent lister, new york jets, RB, 96, 771, 28525460
625, floyd rettig, philadelphia eagles, QB, 10, 546, 5927047
626, james sayler, new orleans saints, RB, 397, 863, 42395055
627, bernard higdon, washington redskins, WR, 94, 568, 544189
628, adam azevedo, green bay packers, WR, 149, 361, 32292471
629, brian holcombe, houston texans, WR, 36, 209, 20105846
630, joseph russell, kansas city chiefs, WR, 351, 447, 30750485
631, john martin, tampa bay buccaneers, WR, 242, 901, 26039739
632, brian cortez, houston texans, QB, 373, 457, 48687968
633, christopher snow, new york giants, RB, 347, 796, 42955820
634, keith winegar, seattle seahawks, WR, 379, 587, 33301375
635, william brown, houston texans, QB, 224, 699, 7383313
636, wilbur anderson, philadelphia eagles, RB, 86, 233, 22508818
637, michael heverly, new england patriots, QB, 81, 900, 667990
638, paul deleon, cincinnati bengals, WR, 478, 538, 38878741
639, charles carella, tennessee titans, WR, 261, 421, 18703606
640, tyrone miller, san francisco 49ers, QB, 242, 33, 13835981
641, matthew todd, seattle seahawks, WR, 339, 567, 25640117
642, jerry wilson, cleveland browns, WR, 143, 136, 47839657
643, gregory wesson, pittsburgh steelers, RB, 354, 744, 30334236
644, mark anderson, new orleans saints, QB, 12, 37, 2803498
645, gregory brady, pittsburgh steelers, QB, 146, 505, 33619611
646, simon olson, new york jets, RB, 289, 816, 40741852
647, dallas waldo, detroit lions, RB, 309, 171, 48152704
648, robert reed, dallas cowboys, WR, 307, 961, 29780540
649, kendrick armstrong, new england patriots, RB, 369, 215, 16038462
650, steven whitenton, st louis rams, QB, 319, 727, 24574668
651, randall blaine, new orleans saints, WR, 476, 428, 34118074
652, aaron kelly, buffalo bills, QB, 37, 208, 24002544
653, randall combs, washington redskins, WR, 210, 382, 8087077
654, gregory martin, new york giants, WR, 470, 412, 6779356
655, jason ragsdale, chicago bears, RB, 494, 403, 22249817
656, stephen smith, san diego chargers, QB, 407, 771, 29558890
657, david hanson, denver broncos, RB, 370, 58, 8639291
658, donald croyle, cleveland browns, WR, 96, 751, 24644389
659, luis brown, cincinnati bengals, RB, 10, 587, 25540113
660, lee mcallister, new york jets, RB, 445, 515, 12763072
661, william rodriguez, green bay packers, QB, 54, 945, 19539203
662, john hodgins, baltimore ravens, QB, 154, 745, 31858314
663, andrew matheny, st louis rams, QB, 381, 955, 44721953
664, angel macvane, miami dolphins, RB, 482, 45, 20353753
665, demetrius brumbaugh, minnesota vikings, RB, 488, 437, 9087858
666, robert castro, san diego chargers, WR, 136, 89, 22529212
667, james garza, cincinnati bengals, RB, 208, 131, 40590442
668, virgil mccall, detroit lions, WR, 210, 418, 15383009
669, nathan griffin, arizona cardinals, WR, 313, 514, 44455959
670, jerry lyons, oakland raiders, QB, 490, 543, 22141191
671, luis ortiz, oakland raiders, QB, 380, 642, 19154774
672, chris souffrant, chicago bears, QB, 54, 224, 3680393
673, richard ray, dallas cowboys, WR, 69, 829, 39094277
674, taylor wingo, tampa bay buccaneers, WR, 74, 870, 14961790
675, bobby borjon, atlanta falcons, WR, 195, 457, 30794180
676, shannon young, indianapolis colts, WR, 46, 459, 3155773
677, juan lee, green bay packers, WR, 50, 162, 25303176
678, david porter, pittsburgh steelers, QB, 294, 728, 15076698
679, noble allen, st louis rams, RB, 131, 620, 34527848
680, louis schulze, minnesota vikings, QB, 185, 342, 5159152
681, dennis churchwell, minnesota vikings, QB, 91, 61, 8794464
682, james fletcher, houston texans, RB, 186, 827, 44784903
683, richard mcgahey, san diego chargers, WR, 45, 845, 15397476
684, frederick dudenhoeffer, new england patriots, RB, 154, 39, 11424357
685, joel palomares, carolina panthers, QB, 332, 745, 2305803
686, ruben borel, new york giants, QB, 111, 70, 24043212
687, lyle yarbrough, denver broncos, QB, 381, 19, 16278589
688, jonah byrd, new orleans saints, QB, 292, 455, 29787887
689, eric tanner, green bay packers, RB, 12, 910, 43557091
690, abe krapp, houston texans, RB, 86, 667, 11566452
691, john williams, new york giants, WR, 85, 732, 31308690
692, carlos baranoski, miami dolphins, RB, 337, 189, 47193332
693, matthew schumacher, new orleans saints, RB, 139, 882, 31511799
694, claude taylor, dallas cowboys, RB, 14, 631, 30325943
695, charles bland, new england patriots, WR, 61, 721, 16926255
696, robert melton, detroit lions, RB, 19, 134, 37534448
697, john pusey, minnesota vikings, RB, 467, 913, 43478576
698, jeffrey fletcher, houston texans, QB, 87, 957, 30399138
699, jason lang, pittsburgh steelers, WR, 278, 436, 4978643
700, oscar cloutier, philadelphia eagles, WR, 414, 314, 44876081
701, clinton broadnax, houston texans, RB, 272, 433, 49646616
702, hugh steele, detroit lions, QB, 273, 621, 24955410
703, juan kenney, jacksonville jaguars, RB, 383, 815, 11657937
704, william woode, seattle seahawks, QB, 64, 649, 28805429
705, joe lewis, atlanta falcons, QB, 438, 591, 8769487
706, alan slack, philadelphia eagles, WR, 134, 447, 31869378
707, christopher aguirre, miami dolphins, QB, 182, 244, 29112855
708, joshua whitcomb, new orleans saints, RB, 267, 91, 4843084
709, james worley, new york giants, QB, 344, 702, 37052352
710, edwin morrell, atlanta falcons, WR, 106, 829, 11241806
711, angel pinilla, new york jets, RB, 190, 711, 36890492
712, corey velasco, oakland raiders, QB, 336, 548, 49186426
713, edward martinez, new york jets, RB, 12, 107, 20610969
714, terry sapp, san francisco 49ers, QB, 418, 696, 45543143
715, gilberto maiden, indianapolis colts, WR, 251, 835, 18433992
716, gerald jones, new york giants, WR, 36, 773, 22801569
717, adam vecker, houston texans, QB, 490, 738, 47445608
718, mathew heinsohn, carolina panthers, QB, 318, 555, 32709100
719, phil rice, detroit lions, QB, 384, 99, 41951826
720, joe deines, atlanta falcons, WR, 390, 652, 44002613
721, steven strawderman, pittsburgh steelers, QB, 276, 711, 44509313
722, greg britt, miami dolphins, QB, 30, 3, 620845
723, thomas ferrini, buffalo bills, WR, 301, 565, 40230805
724, scott villareal, pittsburgh steelers, RB, 15, 867, 9011455
725, nathaniel pitre, pittsburgh steelers, QB, 33, 386, 23273814
726, ryan harman, san francisco 49ers, QB, 7, 76, 37400617
727, allan black, denver broncos, RB, 194, 889, 6269279
728, william oxley, atlanta falcons, WR, 479, 740, 12676911
729, robert dowty, minnesota vikings, RB, 175, 875, 2349197
730, john stjohn, detroit lions, RB, 451, 458, 1974516
731, craig jorgensen, san francisco 49ers, QB, 120, 418, 5134516
